지점,지점명,일시,기온(°C)
121,영월,2022-07-13 07:00,23.6
121,영월,2022-07-13 08:00,23.5
121,영월,2022-07-13 09:00,23.4
121,영월,2022-07-13 10:00,24.3
121,영월,2022-07-13 11:00,24.3
121,영월,2022-07-13 12:00,24.9
121,영월,2022-07-13 13:00,23.4
121,영월,2022-07-13 14:00,23.3
121,영월,2022-07-13 15:00,22.8
121,영월,2022-07-13 16:00,22.1
121,영월,2022-07-13 17:00,21.8
121,영월,2022-07-13 18:00,22
121,영월,2022-07-13 19:00,22
121,영월,2022-07-13 20:00,21.9
121,영월,2022-07-13 21:00,21.9
121,영월,2022-07-13 22:00,22
121,영월,2022-07-13 23:00,22
121,영월,2022-07-14 00:00,22
121,영월,2022-07-14 01:00,22
121,영월,2022-07-14 02:00,21.9
121,영월,2022-07-14 03:00,21.9
121,영월,2022-07-14 04:00,22
121,영월,2022-07-14 05:00,22
121,영월,2022-07-14 06:00,22.2
121,영월,2022-07-14 07:00,22.5
121,영월,2022-07-14 08:00,23.3
121,영월,2022-07-14 09:00,24.4
121,영월,2022-07-14 10:00,25.1
121,영월,2022-07-14 11:00,25.4
121,영월,2022-07-14 12:00,25.7
121,영월,2022-07-14 13:00,26.1
121,영월,2022-07-14 14:00,26.8
121,영월,2022-07-14 15:00,26.6
121,영월,2022-07-14 16:00,27.5
121,영월,2022-07-14 17:00,27.2
121,영월,2022-07-14 18:00,27.2
121,영월,2022-07-14 19:00,26.3
121,영월,2022-07-14 20:00,25.4
121,영월,2022-07-14 21:00,24.2
121,영월,2022-07-14 22:00,23.4
121,영월,2022-07-14 23:00,22.5
121,영월,2022-07-15 00:00,21.8
121,영월,2022-07-15 01:00,21.2
121,영월,2022-07-15 02:00,20.6
121,영월,2022-07-15 03:00,20.5
121,영월,2022-07-15 04:00,20.4
121,영월,2022-07-15 05:00,20.3
121,영월,2022-07-15 06:00,19.9
121,영월,2022-07-15 07:00,20.7
121,영월,2022-07-15 08:00,22.4
121,영월,2022-07-15 09:00,22.9
121,영월,2022-07-15 10:00,24.9
121,영월,2022-07-15 11:00,26
121,영월,2022-07-15 12:00,27.6
121,영월,2022-07-15 13:00,28.1
121,영월,2022-07-15 14:00,28.7
121,영월,2022-07-15 15:00,29.4
121,영월,2022-07-15 16:00,27.8
121,영월,2022-07-15 17:00,28.5
121,영월,2022-07-15 18:00,27.2
121,영월,2022-07-15 19:00,26.8
121,영월,2022-07-15 20:00,24.3
121,영월,2022-07-15 21:00,23.4
121,영월,2022-07-15 22:00,22.8
121,영월,2022-07-15 23:00,21.9
121,영월,2022-07-16 00:00,21
127,충주,2022-07-10 01:00,24.2
127,충주,2022-07-10 02:00,23.5
127,충주,2022-07-10 03:00,23.3
127,충주,2022-07-10 04:00,23.1
127,충주,2022-07-10 05:00,22.8
127,충주,2022-07-10 06:00,23.1
127,충주,2022-07-10 07:00,24.3
127,충주,2022-07-10 08:00,26.3
127,충주,2022-07-10 09:00,27
127,충주,2022-07-10 10:00,28.3
127,충주,2022-07-10 11:00,30.1
127,충주,2022-07-10 12:00,30.7
127,충주,2022-07-10 13:00,31.2
127,충주,2022-07-10 14:00,33.2
127,충주,2022-07-10 15:00,33.2
127,충주,2022-07-10 16:00,32.5
127,충주,2022-07-10 17:00,31.2
127,충주,2022-07-10 18:00,30.6
127,충주,2022-07-10 19:00,29.5
127,충주,2022-07-10 20:00,28.8
127,충주,2022-07-10 21:00,24.5
127,충주,2022-07-10 22:00,24.7
127,충주,2022-07-10 23:00,24.8
127,충주,2022-07-11 00:00,23.7
127,충주,2022-07-11 01:00,24
127,충주,2022-07-11 02:00,23.6
127,충주,2022-07-11 03:00,22.5
127,충주,2022-07-11 04:00,21.7
127,충주,2022-07-11 05:00,21.6
127,충주,2022-07-11 06:00,21.6
127,충주,2022-07-11 07:00,21.5
127,충주,2022-07-11 08:00,21.6
127,충주,2022-07-11 09:00,21.7
127,충주,2022-07-11 10:00,22.3
127,충주,2022-07-11 11:00,23
127,충주,2022-07-11 12:00,24.5
127,충주,2022-07-11 13:00,24.6
127,충주,2022-07-11 14:00,25.5
127,충주,2022-07-11 15:00,26.1
127,충주,2022-07-11 16:00,26.4
127,충주,2022-07-11 17:00,26.9
127,충주,2022-07-11 18:00,27.7
127,충주,2022-07-11 19:00,26.7
127,충주,2022-07-11 20:00,24.7
127,충주,2022-07-11 21:00,24
127,충주,2022-07-11 22:00,23.5
127,충주,2022-07-11 23:00,23.2
127,충주,2022-07-12 00:00,23.5
127,충주,2022-07-12 01:00,23.5
127,충주,2022-07-12 02:00,23.2
127,충주,2022-07-12 03:00,23.4
127,충주,2022-07-12 04:00,23.4
127,충주,2022-07-12 05:00,22.5
127,충주,2022-07-12 06:00,22.7
127,충주,2022-07-12 07:00,23.6
127,충주,2022-07-12 08:00,24.1
127,충주,2022-07-12 09:00,25.5
127,충주,2022-07-12 10:00,26.5
127,충주,2022-07-12 11:00,27.4
127,충주,2022-07-12 12:00,27.7
127,충주,2022-07-12 13:00,27.8
127,충주,2022-07-12 14:00,28.7
127,충주,2022-07-12 15:00,28.8
127,충주,2022-07-12 16:00,28.6
127,충주,2022-07-12 17:00,28.6
127,충주,2022-07-12 18:00,28.2
127,충주,2022-07-12 19:00,27.6
127,충주,2022-07-12 20:00,26.5
127,충주,2022-07-12 21:00,26.2
127,충주,2022-07-12 22:00,25.4
127,충주,2022-07-12 23:00,25.8
127,충주,2022-07-13 00:00,25.6
127,충주,2022-07-13 01:00,25
127,충주,2022-07-13 02:00,24.8
127,충주,2022-07-13 03:00,23.7
127,충주,2022-07-13 04:00,24.2
127,충주,2022-07-13 05:00,23.8
127,충주,2022-07-13 06:00,23.8
127,충주,2022-07-13 07:00,24.2
127,충주,2022-07-13 08:00,23.7
127,충주,2022-07-13 09:00,24.3
127,충주,2022-07-13 10:00,24.6
127,충주,2022-07-13 11:00,24.6
127,충주,2022-07-13 12:00,24.3
127,충주,2022-07-13 13:00,24.1
127,충주,2022-07-13 14:00,23.9
127,충주,2022-07-13 15:00,23.2
127,충주,2022-07-13 16:00,23.1
127,충주,2022-07-13 17:00,23
127,충주,2022-07-13 18:00,22.7
127,충주,2022-07-13 19:00,23.4
127,충주,2022-07-13 20:00,24.3
127,충주,2022-07-13 21:00,22.7
127,충주,2022-07-13 22:00,22.7
127,충주,2022-07-13 23:00,23.5
127,충주,2022-07-14 00:00,23.3
127,충주,2022-07-14 01:00,23.5
127,충주,2022-07-14 02:00,23.3
127,충주,2022-07-14 03:00,23.7
127,충주,2022-07-14 04:00,23.3
127,충주,2022-07-14 05:00,23.3
127,충주,2022-07-14 06:00,23.5
127,충주,2022-07-14 07:00,23.2
127,충주,2022-07-14 08:00,23.1
127,충주,2022-07-14 09:00,23.7
127,충주,2022-07-14 10:00,24.5
127,충주,2022-07-14 11:00,24.2
127,충주,2022-07-14 12:00,25.1
127,충주,2022-07-14 13:00,25.8
127,충주,2022-07-14 14:00,25.8
127,충주,2022-07-14 15:00,27.5
127,충주,2022-07-14 16:00,28.8
127,충주,2022-07-14 17:00,29.2
127,충주,2022-07-14 18:00,28.2
127,충주,2022-07-14 19:00,27
127,충주,2022-07-14 20:00,26.1
127,충주,2022-07-14 21:00,25.2
127,충주,2022-07-14 22:00,24.7
127,충주,2022-07-14 23:00,23.7
127,충주,2022-07-15 00:00,23.7
127,충주,2022-07-15 01:00,23.4
127,충주,2022-07-15 02:00,23.1
127,충주,2022-07-15 03:00,23
127,충주,2022-07-15 04:00,21.7
127,충주,2022-07-15 05:00,21.6
127,충주,2022-07-15 06:00,21.2
127,충주,2022-07-15 07:00,22.7
127,충주,2022-07-15 08:00,23.1
127,충주,2022-07-15 09:00,23.8
127,충주,2022-07-15 10:00,24.9
127,충주,2022-07-15 11:00,26.4
127,충주,2022-07-15 12:00,27.8
127,충주,2022-07-15 13:00,28.2
127,충주,2022-07-15 14:00,28.9
127,충주,2022-07-15 15:00,29.9
127,충주,2022-07-15 16:00,30.4
127,충주,2022-07-15 17:00,29.2
127,충주,2022-07-15 18:00,29.1
127,충주,2022-07-15 19:00,28.2
127,충주,2022-07-15 20:00,25.9
127,충주,2022-07-15 21:00,24
127,충주,2022-07-15 22:00,22.8
127,충주,2022-07-15 23:00,22.5
127,충주,2022-07-16 00:00,21.6
129,서산,2022-07-10 01:00,24
129,서산,2022-07-10 02:00,23.6
129,서산,2022-07-10 03:00,23.3
129,서산,2022-07-10 04:00,23
129,서산,2022-07-10 05:00,22.7
129,서산,2022-07-10 06:00,23.2
129,서산,2022-07-10 07:00,24.1
129,서산,2022-07-10 08:00,24.9
129,서산,2022-07-10 09:00,27.7
129,서산,2022-07-10 10:00,29.9
129,서산,2022-07-10 11:00,30.6
129,서산,2022-07-10 12:00,32.2
129,서산,2022-07-10 13:00,33.3
129,서산,2022-07-10 14:00,33.5
129,서산,2022-07-10 15:00,32.7
129,서산,2022-07-10 16:00,30.9
129,서산,2022-07-10 17:00,30.1
129,서산,2022-07-10 18:00,29.4
129,서산,2022-07-10 19:00,28.7
129,서산,2022-07-10 20:00,27.7
129,서산,2022-07-10 21:00,26.7
129,서산,2022-07-10 22:00,25.8
129,서산,2022-07-10 23:00,25.4
129,서산,2022-07-11 00:00,25.2
129,서산,2022-07-11 01:00,25.1
129,서산,2022-07-11 02:00,23.6
129,서산,2022-07-11 03:00,23
129,서산,2022-07-11 04:00,22.9
129,서산,2022-07-11 05:00,22.8
129,서산,2022-07-11 06:00,23
129,서산,2022-07-11 07:00,23.4
129,서산,2022-07-11 08:00,23.6
129,서산,2022-07-11 09:00,24.1
129,서산,2022-07-11 10:00,24.1
129,서산,2022-07-11 11:00,24.4
129,서산,2022-07-11 12:00,24.5
129,서산,2022-07-11 13:00,26.9
129,서산,2022-07-11 14:00,28.7
129,서산,2022-07-11 15:00,30.1
129,서산,2022-07-11 16:00,28.7
129,서산,2022-07-11 17:00,28.4
129,서산,2022-07-11 18:00,27.8
129,서산,2022-07-11 19:00,27.8
129,서산,2022-07-11 20:00,26.4
129,서산,2022-07-11 21:00,25.1
129,서산,2022-07-11 22:00,24.4
129,서산,2022-07-11 23:00,23.9
129,서산,2022-07-12 00:00,23.4
129,서산,2022-07-12 01:00,23.2
129,서산,2022-07-12 02:00,22.8
129,서산,2022-07-12 03:00,22.9
129,서산,2022-07-12 04:00,22.9
129,서산,2022-07-12 05:00,23.2
129,서산,2022-07-12 06:00,23.6
129,서산,2022-07-12 07:00,25.1
129,서산,2022-07-12 08:00,25.6
129,서산,2022-07-12 09:00,26
129,서산,2022-07-12 10:00,26.8
129,서산,2022-07-12 11:00,27.1
129,서산,2022-07-12 12:00,27.8
129,서산,2022-07-12 13:00,28.6
129,서산,2022-07-12 14:00,28.9
129,서산,2022-07-12 15:00,28.8
129,서산,2022-07-12 16:00,28.4
129,서산,2022-07-12 17:00,28
129,서산,2022-07-12 18:00,27.7
129,서산,2022-07-12 19:00,27.4
129,서산,2022-07-12 20:00,26.8
129,서산,2022-07-12 21:00,26.2
129,서산,2022-07-12 22:00,25.7
129,서산,2022-07-12 23:00,25.4
129,서산,2022-07-13 00:00,25.2
129,서산,2022-07-13 01:00,25.2
129,서산,2022-07-13 02:00,25.6
129,서산,2022-07-13 03:00,25.3
129,서산,2022-07-13 04:00,25.6
129,서산,2022-07-13 05:00,25.2
129,서산,2022-07-13 06:00,25
129,서산,2022-07-13 07:00,25
129,서산,2022-07-13 08:00,24.7
129,서산,2022-07-13 09:00,24.5
129,서산,2022-07-13 10:00,24.2
129,서산,2022-07-13 11:00,24.7
129,서산,2022-07-13 12:00,25.5
129,서산,2022-07-13 13:00,25.3
129,서산,2022-07-13 14:00,25.1
129,서산,2022-07-13 15:00,25.4
129,서산,2022-07-13 16:00,25.5
129,서산,2022-07-13 17:00,25.3
129,서산,2022-07-13 18:00,25.1
129,서산,2022-07-13 19:00,25.6
129,서산,2022-07-13 20:00,25.4
129,서산,2022-07-13 21:00,25.4
129,서산,2022-07-13 22:00,25.4
129,서산,2022-07-13 23:00,25.5
129,서산,2022-07-14 00:00,24.5
129,서산,2022-07-14 01:00,24.3
129,서산,2022-07-14 02:00,23.9
129,서산,2022-07-14 03:00,23.7
129,서산,2022-07-14 04:00,23.3
129,서산,2022-07-14 05:00,22.9
129,서산,2022-07-14 06:00,23
129,서산,2022-07-14 07:00,23
129,서산,2022-07-14 08:00,23.6
129,서산,2022-07-14 09:00,23.9
129,서산,2022-07-14 10:00,24.4
129,서산,2022-07-14 11:00,25.5
129,서산,2022-07-14 12:00,25.7
129,서산,2022-07-14 13:00,26
129,서산,2022-07-14 14:00,26.9
129,서산,2022-07-14 15:00,27.3
129,서산,2022-07-14 16:00,27.6
129,서산,2022-07-14 17:00,27
129,서산,2022-07-14 18:00,25.4
129,서산,2022-07-14 19:00,24.9
129,서산,2022-07-14 20:00,24.1
129,서산,2022-07-14 21:00,23.8
129,서산,2022-07-14 22:00,22.6
129,서산,2022-07-14 23:00,21.8
129,서산,2022-07-15 00:00,21.1
129,서산,2022-07-15 01:00,21.1
129,서산,2022-07-15 02:00,21.2
129,서산,2022-07-15 03:00,21.5
129,서산,2022-07-15 04:00,21.4
129,서산,2022-07-15 05:00,21.6
129,서산,2022-07-15 06:00,21.8
129,서산,2022-07-15 07:00,22.1
129,서산,2022-07-15 08:00,23.2
129,서산,2022-07-15 09:00,24.6
129,서산,2022-07-15 10:00,25.7
129,서산,2022-07-15 11:00,27
129,서산,2022-07-15 12:00,28.3
129,서산,2022-07-15 13:00,28
129,서산,2022-07-15 14:00,28.6
129,서산,2022-07-15 15:00,28.8
129,서산,2022-07-15 16:00,28.9
129,서산,2022-07-15 17:00,29.1
129,서산,2022-07-15 18:00,28.9
129,서산,2022-07-15 19:00,28
129,서산,2022-07-15 20:00,25.6
129,서산,2022-07-15 21:00,23.9
129,서산,2022-07-15 22:00,23.3
129,서산,2022-07-15 23:00,23.3
129,서산,2022-07-16 00:00,23.2
130,울진,2022-07-10 01:00,23.7
130,울진,2022-07-10 02:00,23.5
130,울진,2022-07-10 03:00,23.3
130,울진,2022-07-10 04:00,23.3
130,울진,2022-07-10 05:00,23.3
130,울진,2022-07-10 06:00,23.3
130,울진,2022-07-10 07:00,23.9
130,울진,2022-07-10 08:00,24.3
130,울진,2022-07-10 09:00,25.2
130,울진,2022-07-10 10:00,25.1
130,울진,2022-07-10 11:00,25.6
130,울진,2022-07-10 12:00,25.1
130,울진,2022-07-10 13:00,25.7
130,울진,2022-07-10 14:00,25.4
130,울진,2022-07-10 15:00,25.9
130,울진,2022-07-10 16:00,24.8
130,울진,2022-07-10 17:00,24.6
130,울진,2022-07-10 18:00,24.3
130,울진,2022-07-10 19:00,24
130,울진,2022-07-10 20:00,24.1
130,울진,2022-07-10 21:00,23.7
130,울진,2022-07-10 22:00,23.7
130,울진,2022-07-10 23:00,23.8
130,울진,2022-07-11 00:00,23.5
130,울진,2022-07-11 01:00,23.2
130,울진,2022-07-11 02:00,23.3
130,울진,2022-07-11 03:00,22.9
130,울진,2022-07-11 04:00,22.8
130,울진,2022-07-11 05:00,22.8
130,울진,2022-07-11 06:00,22.9
130,울진,2022-07-11 07:00,23.1
130,울진,2022-07-11 08:00,23.3
130,울진,2022-07-11 09:00,23.6
130,울진,2022-07-11 10:00,23.8
130,울진,2022-07-11 11:00,23.9
130,울진,2022-07-11 12:00,23.4
130,울진,2022-07-11 13:00,24.3
130,울진,2022-07-11 14:00,24.6
130,울진,2022-07-11 15:00,25.7
130,울진,2022-07-11 16:00,26.7
130,울진,2022-07-11 17:00,25.4
130,울진,2022-07-11 18:00,24.8
130,울진,2022-07-11 19:00,23.2
130,울진,2022-07-11 20:00,23.3
130,울진,2022-07-11 21:00,23.3
130,울진,2022-07-11 22:00,23.2
130,울진,2022-07-11 23:00,22.7
130,울진,2022-07-12 00:00,21.6
130,울진,2022-07-12 01:00,21.5
130,울진,2022-07-12 02:00,21.6
130,울진,2022-07-12 03:00,21.8
130,울진,2022-07-12 04:00,21.7
130,울진,2022-07-12 05:00,21.5
130,울진,2022-07-12 06:00,21.5
130,울진,2022-07-12 07:00,22.6
130,울진,2022-07-12 08:00,23.9
130,울진,2022-07-12 09:00,24.7
130,울진,2022-07-12 10:00,24.5
130,울진,2022-07-12 11:00,24.7
130,울진,2022-07-12 12:00,24.8
130,울진,2022-07-12 13:00,25.2
130,울진,2022-07-12 14:00,24.9
130,울진,2022-07-12 15:00,24.2
130,울진,2022-07-12 16:00,23.8
130,울진,2022-07-12 17:00,23.1
130,울진,2022-07-12 18:00,22.5
130,울진,2022-07-12 19:00,22.3
130,울진,2022-07-12 20:00,22
130,울진,2022-07-12 21:00,21.9
130,울진,2022-07-12 22:00,21.8
130,울진,2022-07-12 23:00,21.7
130,울진,2022-07-13 00:00,21.5
130,울진,2022-07-13 01:00,21.2
130,울진,2022-07-13 02:00,21.1
130,울진,2022-07-13 03:00,21.1
130,울진,2022-07-13 04:00,21.1
130,울진,2022-07-13 05:00,21.2
130,울진,2022-07-13 06:00,21.3
130,울진,2022-07-13 07:00,21.7
130,울진,2022-07-13 08:00,22.7
130,울진,2022-07-13 09:00,24
130,울진,2022-07-13 10:00,23.4
130,울진,2022-07-13 11:00,23
130,울진,2022-07-13 12:00,23.1
130,울진,2022-07-13 13:00,23
130,울진,2022-07-13 14:00,23.3
130,울진,2022-07-13 15:00,22.7
130,울진,2022-07-13 16:00,22.2
130,울진,2022-07-13 17:00,22
130,울진,2022-07-13 18:00,21.8
130,울진,2022-07-13 19:00,21.9
130,울진,2022-07-13 20:00,21.8
130,울진,2022-07-13 21:00,21.7
130,울진,2022-07-13 22:00,21.2
130,울진,2022-07-13 23:00,21.2
130,울진,2022-07-14 00:00,21.4
130,울진,2022-07-14 01:00,21.8
130,울진,2022-07-14 02:00,22.2
130,울진,2022-07-14 03:00,21.8
130,울진,2022-07-14 04:00,22
130,울진,2022-07-14 05:00,22.7
130,울진,2022-07-14 06:00,23.7
130,울진,2022-07-14 07:00,23.3
130,울진,2022-07-14 08:00,25.1
130,울진,2022-07-14 09:00,24.6
130,울진,2022-07-14 10:00,24.8
130,울진,2022-07-14 11:00,25.5
130,울진,2022-07-14 12:00,24.8
130,울진,2022-07-14 13:00,24.6
130,울진,2022-07-14 14:00,24.3
130,울진,2022-07-14 15:00,24.4
130,울진,2022-07-14 16:00,24.1
130,울진,2022-07-14 17:00,23.6
130,울진,2022-07-14 18:00,22.6
130,울진,2022-07-14 19:00,22.3
130,울진,2022-07-14 20:00,22
130,울진,2022-07-14 21:00,21.9
130,울진,2022-07-14 22:00,21.8
130,울진,2022-07-14 23:00,21.4
130,울진,2022-07-15 00:00,21.4
130,울진,2022-07-15 01:00,21.3
130,울진,2022-07-15 02:00,20.9
130,울진,2022-07-15 03:00,20.5
130,울진,2022-07-15 04:00,20.3
130,울진,2022-07-15 05:00,19.9
130,울진,2022-07-15 06:00,20.4
130,울진,2022-07-15 07:00,20.8
130,울진,2022-07-15 08:00,21.9
130,울진,2022-07-15 09:00,21.8
130,울진,2022-07-15 10:00,23.3
130,울진,2022-07-15 11:00,23.9
130,울진,2022-07-15 12:00,23.9
130,울진,2022-07-15 13:00,24.5
130,울진,2022-07-15 14:00,24.6
130,울진,2022-07-15 15:00,24.5
130,울진,2022-07-15 16:00,24.5
130,울진,2022-07-15 17:00,24.9
130,울진,2022-07-15 18:00,25.4
130,울진,2022-07-15 19:00,24.4
130,울진,2022-07-15 20:00,23.3
130,울진,2022-07-15 21:00,23
130,울진,2022-07-15 22:00,22.8
130,울진,2022-07-15 23:00,22.5
130,울진,2022-07-16 00:00,22
131,청주,2022-07-10 01:00,26.6
131,청주,2022-07-10 02:00,25.8
131,청주,2022-07-10 03:00,25.7
131,청주,2022-07-10 04:00,25.3
131,청주,2022-07-10 05:00,24.8
131,청주,2022-07-10 06:00,24.7
131,청주,2022-07-10 07:00,25.2
131,청주,2022-07-10 08:00,26.5
131,청주,2022-07-10 09:00,27.5
131,청주,2022-07-10 10:00,29
131,청주,2022-07-10 11:00,30.2
131,청주,2022-07-10 12:00,31.8
131,청주,2022-07-10 13:00,32.7
131,청주,2022-07-10 14:00,32.9
131,청주,2022-07-10 15:00,34.7
131,청주,2022-07-10 16:00,34.3
131,청주,2022-07-10 17:00,34.4
131,청주,2022-07-10 18:00,33.6
131,청주,2022-07-10 19:00,32.4
131,청주,2022-07-10 20:00,31.7
131,청주,2022-07-10 21:00,31.2
131,청주,2022-07-10 22:00,30.5
131,청주,2022-07-10 23:00,26.6
131,청주,2022-07-11 00:00,26.2
131,청주,2022-07-11 01:00,25.5
131,청주,2022-07-11 02:00,25.2
131,청주,2022-07-11 03:00,24.2
131,청주,2022-07-11 04:00,23.9
131,청주,2022-07-11 05:00,23.7
131,청주,2022-07-11 06:00,23.2
131,청주,2022-07-11 07:00,23
131,청주,2022-07-11 08:00,23.2
131,청주,2022-07-11 09:00,23.3
131,청주,2022-07-11 10:00,23.6
131,청주,2022-07-11 11:00,23.5
131,청주,2022-07-11 12:00,24.1
131,청주,2022-07-11 13:00,24.4
131,청주,2022-07-11 14:00,25.6
131,청주,2022-07-11 15:00,25.7
131,청주,2022-07-11 16:00,26.6
131,청주,2022-07-11 17:00,27
131,청주,2022-07-11 18:00,27.8
131,청주,2022-07-11 19:00,27.8
131,청주,2022-07-11 20:00,27.2
131,청주,2022-07-11 21:00,27.1
131,청주,2022-07-11 22:00,26.7
131,청주,2022-07-11 23:00,25.8
131,청주,2022-07-12 00:00,25.2
131,청주,2022-07-12 01:00,24.8
131,청주,2022-07-12 02:00,24.7
131,청주,2022-07-12 03:00,24.5
131,청주,2022-07-12 04:00,24.2
131,청주,2022-07-12 05:00,24.1
131,청주,2022-07-12 06:00,23.7
131,청주,2022-07-12 07:00,24.8
131,청주,2022-07-12 08:00,26
131,청주,2022-07-12 09:00,26.5
131,청주,2022-07-12 10:00,27.3
131,청주,2022-07-12 11:00,28.1
131,청주,2022-07-12 12:00,29
131,청주,2022-07-12 13:00,28.7
131,청주,2022-07-12 14:00,29.6
131,청주,2022-07-12 15:00,30.3
131,청주,2022-07-12 16:00,29.8
131,청주,2022-07-12 17:00,30.2
131,청주,2022-07-12 18:00,30.1
131,청주,2022-07-12 19:00,29.7
131,청주,2022-07-12 20:00,29.2
131,청주,2022-07-12 21:00,28.6
131,청주,2022-07-12 22:00,28.2
131,청주,2022-07-12 23:00,27.7
131,청주,2022-07-13 00:00,27.2
131,청주,2022-07-13 01:00,26.7
131,청주,2022-07-13 02:00,26.4
131,청주,2022-07-13 03:00,26.2
131,청주,2022-07-13 04:00,25.7
131,청주,2022-07-13 05:00,25.5
131,청주,2022-07-13 06:00,25.2
131,청주,2022-07-13 07:00,24.8
131,청주,2022-07-13 08:00,25
131,청주,2022-07-13 09:00,25.1
131,청주,2022-07-13 10:00,25.7
131,청주,2022-07-13 11:00,25.3
131,청주,2022-07-13 12:00,24.8
131,청주,2022-07-13 13:00,25.7
131,청주,2022-07-13 14:00,24.7
131,청주,2022-07-13 15:00,24.5
131,청주,2022-07-13 16:00,24.6
131,청주,2022-07-13 17:00,24.7
131,청주,2022-07-13 18:00,25.1
131,청주,2022-07-13 19:00,24.7
131,청주,2022-07-13 20:00,25
131,청주,2022-07-13 21:00,24.9
131,청주,2022-07-13 22:00,25.2
131,청주,2022-07-13 23:00,25.2
131,청주,2022-07-14 00:00,25.3
131,청주,2022-07-14 01:00,24.9
131,청주,2022-07-14 02:00,24.7
131,청주,2022-07-14 03:00,25.1
131,청주,2022-07-14 04:00,25.2
131,청주,2022-07-14 05:00,25.2
131,청주,2022-07-14 06:00,25.2
131,청주,2022-07-14 07:00,25
131,청주,2022-07-14 08:00,25.2
131,청주,2022-07-14 09:00,26
131,청주,2022-07-14 10:00,26.7
131,청주,2022-07-14 11:00,26.9
131,청주,2022-07-14 12:00,27.8
131,청주,2022-07-14 13:00,28.5
131,청주,2022-07-14 14:00,29
131,청주,2022-07-14 15:00,29.3
131,청주,2022-07-14 16:00,29.8
131,청주,2022-07-14 17:00,30.7
131,청주,2022-07-14 18:00,29.4
131,청주,2022-07-14 19:00,28.5
131,청주,2022-07-14 20:00,27.7
131,청주,2022-07-14 21:00,26.4
131,청주,2022-07-14 22:00,25.5
131,청주,2022-07-14 23:00,25.2
131,청주,2022-07-15 00:00,24.8
131,청주,2022-07-15 01:00,24.3
131,청주,2022-07-15 02:00,23.9
131,청주,2022-07-15 03:00,23.6
131,청주,2022-07-15 04:00,23.3
131,청주,2022-07-15 05:00,23.2
131,청주,2022-07-15 06:00,23.2
131,청주,2022-07-15 07:00,23
131,청주,2022-07-15 08:00,23.8
131,청주,2022-07-15 09:00,24.5
131,청주,2022-07-15 10:00,26.2
131,청주,2022-07-15 11:00,27.1
131,청주,2022-07-15 12:00,28.2
131,청주,2022-07-15 13:00,29.2
131,청주,2022-07-15 14:00,29.5
131,청주,2022-07-15 15:00,30.2
131,청주,2022-07-15 16:00,31.1
131,청주,2022-07-15 17:00,30.9
131,청주,2022-07-15 18:00,30.6
131,청주,2022-07-15 19:00,29.7
131,청주,2022-07-15 20:00,28.7
131,청주,2022-07-15 21:00,27.2
131,청주,2022-07-15 22:00,26.7
131,청주,2022-07-15 23:00,26.2
131,청주,2022-07-16 00:00,25.6
133,대전,2022-07-10 01:00,26.2
133,대전,2022-07-10 02:00,25.6
133,대전,2022-07-10 03:00,25.1
133,대전,2022-07-10 04:00,24.6
133,대전,2022-07-10 05:00,24.2
133,대전,2022-07-10 06:00,24.1
133,대전,2022-07-10 07:00,25
133,대전,2022-07-10 08:00,25.9
133,대전,2022-07-10 09:00,27.4
133,대전,2022-07-10 10:00,28.8
133,대전,2022-07-10 11:00,30.8
133,대전,2022-07-10 12:00,31.2
133,대전,2022-07-10 13:00,32.2
133,대전,2022-07-10 14:00,33.5
133,대전,2022-07-10 15:00,34.7
133,대전,2022-07-10 16:00,34.7
133,대전,2022-07-10 17:00,33.7
133,대전,2022-07-10 18:00,32.4
133,대전,2022-07-10 19:00,31.3
133,대전,2022-07-10 20:00,30.7
133,대전,2022-07-10 21:00,30.1
133,대전,2022-07-10 22:00,25.1
133,대전,2022-07-10 23:00,24.5
133,대전,2022-07-11 00:00,24.9
133,대전,2022-07-11 01:00,24.6
133,대전,2022-07-11 02:00,24.4
133,대전,2022-07-11 03:00,24.2
133,대전,2022-07-11 04:00,23.9
133,대전,2022-07-11 05:00,23.6
133,대전,2022-07-11 06:00,23.5
133,대전,2022-07-11 07:00,23.3
133,대전,2022-07-11 08:00,23.3
133,대전,2022-07-11 09:00,23.5
133,대전,2022-07-11 10:00,23.7
133,대전,2022-07-11 11:00,24.5
133,대전,2022-07-11 12:00,24.9
133,대전,2022-07-11 13:00,25.8
133,대전,2022-07-11 14:00,27.5
133,대전,2022-07-11 15:00,27.7
133,대전,2022-07-11 16:00,27.5
133,대전,2022-07-11 17:00,27.2
133,대전,2022-07-11 18:00,27.3
133,대전,2022-07-11 19:00,26.6
133,대전,2022-07-11 20:00,25.9
133,대전,2022-07-11 21:00,25.2
133,대전,2022-07-11 22:00,24.9
133,대전,2022-07-11 23:00,24.5
133,대전,2022-07-12 00:00,24.2
133,대전,2022-07-12 01:00,23.8
133,대전,2022-07-12 02:00,23.7
133,대전,2022-07-12 03:00,23.5
133,대전,2022-07-12 04:00,23.2
133,대전,2022-07-12 05:00,23.1
133,대전,2022-07-12 06:00,23.5
133,대전,2022-07-12 07:00,24.8
133,대전,2022-07-12 08:00,27.1
133,대전,2022-07-12 09:00,27.3
133,대전,2022-07-12 10:00,29.2
133,대전,2022-07-12 11:00,28.7
133,대전,2022-07-12 12:00,29.2
133,대전,2022-07-12 13:00,29.1
133,대전,2022-07-12 14:00,29.7
